"","orden","id.x","dominant_topic","topic_perc_contrib","keywords","text","topic","id.y","organizacion","reg_id","cod_com_ine","rango_edades_id","cantidad_participantes","contexto_id"
"3669",2,3668,8,0.300000011920929,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['aumentar', 'desmedir', 'metro', 'general']","Espacios públicos",3,"liceo   industrial",12,12101,"14 a 18",200,"Establecimiento Educacional"
"3670",4,3669,1,0.221100002527237,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['gente', 'visualizar', 'desigualdad', 'descontentar']","Mejorar calidad y acceso a salud y educación",5,"oficina local de la niñez santiago",13,13101,"Todos",20,"Oficina Local de la Niñez"
"3671",26,3670,0,0.269199997186661,"sueldo, existir, desigualdad, vivienda, ano, eliminar, bajar, universal, madre, mujer","['universitario', 'endeudarse', 'estudiar', 'terminar', 'pagar', 'ano', 'mas']","Vivienda",30,"consejo consultivo cadan",7,7406,"14 a 18",11,"Consejo Consultivo"
"3672",35,3671,8,0.282999992370605,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['mejores_sueldos']","Espacios públicos",39,"opd maule",7,7105,"Todos",35,"Establecimiento Educacional"
"3673",62,3672,3,0.232500001788139,"gente, justicia, presidente, dinero, medio_ambiente, miedo, abuso_poder, manifestante, paz, precio","['manifestante']","Paz y justicia",68,"oficina proteccion de derechos romeral",7,7306,"Todos",20,"Consejo Consultivo"
"3674",66,3673,8,0.282999992370605,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['diferenciar']","Espacios públicos",72,"opd viña del mar",5,5109,"14 a 18",5,"Consejo Consultivo"
"3675",68,3674,0,0.219099998474121,"sueldo, existir, desigualdad, vivienda, ano, eliminar, bajar, universal, madre, mujer","['ley']","Vivienda",74,"municipalidad de talcahuano",8,8110,"10 a 13",52,"Otro"
"3676",77,3675,1,0.431199997663498,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['mejorar', 'educacion']","Mejorar calidad y acceso a salud y educación",85,"coord niñez octava y chcc comunal",8,8206,"10 a 13",6,"Establecimiento Educacional"
"3677",79,3676,0,0.219099998474121,"sueldo, existir, desigualdad, vivienda, ano, eliminar, bajar, universal, madre, mujer","['escuela']","Vivienda",87,"oficina de protección de derechos de la niñez y la adolescencia de santiago",13,13101,"Todos",18,"Oficina de Protección de Derechos"
"3678",91,3677,1,0.221499994397163,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['amoroso']","Mejorar calidad y acceso a salud y educación",99,"oficina comunal chile crece contigo",5,5501,"4 a 5",10,"Otro"
"3679",100,3678,8,0.394400000572205,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['alumno', 'alergia', 'alimentario', 'problema', 'obesidad', 'comer', 'sano', 'balancear']","Espacios públicos",108,"consejo consultivo nna",13,13113,"Todos",11,"Consejo Consultivo"
"3680",109,3679,0,0.218999996781349,"sueldo, existir, desigualdad, vivienda, ano, eliminar, bajar, universal, madre, mujer","['racismo']","Vivienda",117,"oficina local de la niñez municipalidad de requínoa",6,6116,"10 a 13",6,"Oficina Local de la Niñez"
"3681",112,3680,1,0.249200001358986,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['cambiar', 'sistema', 'educativo']","Mejorar calidad y acceso a salud y educación",120,"oficina de protección de derechos chiguayante",8,8103,"Todos",100,"Oficina de Protección de Derechos"
"3682",120,3681,1,0.221499994397163,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['solidaridad']","Mejorar calidad y acceso a salud y educación",128,"opd molina",7,7304,"14 a 18",15,"Oficina de Protección de Derechos"
"3683",164,3682,3,0.385899990797043,"gente, justicia, presidente, dinero, medio_ambiente, miedo, abuso_poder, manifestante, paz, precio","['policia', 'dejar', 'trabajar', 'gente', 'humilde', 'tranquilo']","Paz y justicia",172,"programas psa elqui",4,4101,"14 a 18",5,"Programa Sename"
"3684",190,3683,3,0.232500001788139,"gente, justicia, presidente, dinero, medio_ambiente, miedo, abuso_poder, manifestante, paz, precio","['paz']","Paz y justicia",198,"red de protección social santa maría y opd santa maría",5,5706,"10 a 13",44,"Establecimiento Educacional"
"3685",214,3684,2,0.222900003194809,"menos, cambiar, padre, igualdad_genero, actividad, politicos, disminuir, saqueo, calle, mayor_cantidad","['cambiar']","Cambios políticos y culturales",222,"coord niñez octava y chcc comunal",8,8206,"10 a 13",6,"Establecimiento Educacional"
"3686",222,3685,2,0.233899995684624,"menos, cambiar, padre, igualdad_genero, actividad, politicos, disminuir, saqueo, calle, mayor_cantidad","['tranquilidad', 'sector', 'casar', 'departamento', 'companias']","Cambios políticos y culturales",230,"opd las compañías",4,4101,"Todos",13,"Oficina de Protección de Derechos"
"3687",223,3686,1,0.197300001978874,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","[]","Mejorar calidad y acceso a salud y educación",231,"opd de la comuna de llay llay",5,5703,"14 a 18",4,"Consejo Consultivo"
"3688",224,3687,1,0.334199994802475,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['situacion_calle']","Mejorar calidad y acceso a salud y educación",232,"fundación crate hogar san francisco",7,7304,"14 a 18",6,"Programa Sename"
"3689",234,3688,1,0.401399999856949,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['invertir', 'salud', 'mental', 'infantil', 'adolescente']","Mejorar calidad y acceso a salud y educación",242,"junta de vecinos imperial",9,9111,"14 a 18",17,"Oficina de Protección de Derechos"
"3690",253,3689,5,0.438899993896484,"mas, tener, ninos, carabinero, coser, seguridad, ir, alto, deber, deportar","['tocar', 'olla', 'mam']","Seguridad",262,"oficina local de la niñez oln la florida",13,13110,"4 a 5",11,"Establecimiento Educacional"
"3691",264,3690,9,0.199499994516373,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['gastar', 'economico', 'elevar', 'realizacion', 'examenes', 'formar', 'particular']","Espacios recreativos y de esparcimiento",273,"programa chile crece contigo",6,6310,"10 a 13",6,"Otro"
"3692",270,3691,4,0.326499998569489,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['recurso', 'paises', 'citas_textuales']","Conectividad y transporte",279,"opd colchagua",6,6301,"10 a 13",30,"Oficina de Protección de Derechos"
"3693",325,3692,6,0.294299989938736,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['mostrar', 'caro', 'monedar']","Derechos sociales e igualdad",334,"asociacion cristiana de jovenes",5,5501,"14 a 18",6,"Programa Sename"
"3694",433,3693,1,0.28549998998642,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['compartir', 'familia']","Mejorar calidad y acceso a salud y educación",444,"chile crece contigo",5,5102,"6 a 9",11,"Establecimiento Educacional"
"3695",474,3694,1,0.28549998998642,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['oportunidad', 'jovenes']","Mejorar calidad y acceso a salud y educación",485,"programa de libertad asistida proyecta chiloé",10,10201,"Todos",5,"Programa Sename"
"3696",486,3695,1,0.28549998998642,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['mejorar', 'hospital']","Mejorar calidad y acceso a salud y educación",497,"municipalidad de corral",14,14102,"14 a 18",8,"Consejo Consultivo"
"3697",491,3696,1,0.221100002527237,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['tener', 'mejorar', 'derecho', 'abusar']","Mejorar calidad y acceso a salud y educación",502,"chile crece contigo calle larga y cesfam josé joaquín aguirre",5,5302,"10 a 13",8,"Otro"
"3698",552,3697,3,0.232500001788139,"gente, justicia, presidente, dinero, medio_ambiente, miedo, abuso_poder, manifestante, paz, precio","['limpiar']","Paz y justicia",563,"centros para niños y niñas con cuidadores principales temporeras",10,10204,"10 a 13",10,"Otro"
"3699",566,3698,6,0.208399996161461,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['malo', 'experiencia', 'colegiar', 'agresivo']","Derechos sociales e igualdad",577,"idayne",13,13113,"10 a 13",6,"Otro"
"3700",573,3699,1,0.198699995875359,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['dar', 'penar', 'gente', 'animalitos', 'ano']","Mejorar calidad y acceso a salud y educación",584,"hepi crianza",13,13107,"4 a 5",8,"Otro"
"3701",579,3700,9,0.300999999046326,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['transportar', 'escolar', 'deficiente']","Espacios recreativos y de esparcimiento",590,"opd los muermos",10,10106,"14 a 18",12,"Consejo Consultivo"
"3702",624,3701,8,0.244800001382828,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['deber', 'tener', 'mejor', 'tratar', 'ninos_ninas', 'adolescente']","Espacios públicos",635,"opd 24 horas puerto montt",10,10101,"Todos",56,"Oficina de Protección de Derechos"
"3703",634,3702,9,0.340299993753433,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['sonar', 'pintar']","Espacios recreativos y de esparcimiento",645,"opd valle del sol oln quillón",16,16107,"10 a 13",18,"Oficina de Protección de Derechos"
"3704",639,3703,4,0.267399996519089,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['violencia']","Conectividad y transporte",650,"municipalidad chile crece",12,12401,"10 a 13",13,"Otro"
"3705",643,3704,4,0.326499998569489,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['legal', 'seguro', 'gratuito']","Conectividad y transporte",654,"opd",10,10102,"14 a 18",3,"Oficina de Protección de Derechos"
"3706",668,3705,8,0.241799995303154,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['respetar', 'adultos_mayores']","Espacios públicos",679,"cncpt escuela canadá",6,6116,"10 a 13",13,"Otro"
"3707",677,3706,7,0.324299991130829,"acceso, trabajar, hospital, mascota, parlamentario, areas_verdes, dialogos, inadecuado, digno, infantil","['mejorar', 'acceso', 'enfermedad', 'gravedad', 'cancer']","Acceso a servicios y prestaciones dignas",688,"opd 24 horas copiapó",3,3101,"Todos",9,"Oficina de Protección de Derechos"
"3708",685,3707,1,0.28549998998642,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['aumentar', 'pensionar']","Mejorar calidad y acceso a salud y educación",696,"centro de atención para hijos e hijas de mujeres principales temporeras",6,6303,"6 a 9",21,"Otro"
"3709",689,3708,1,0.28549998998642,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['subir', 'sueldo']","Mejorar calidad y acceso a salud y educación",700,"oficina de protección de los derechos del niño",13,13601,"Todos",19,"Otro"
"3710",727,3709,8,0.241699993610382,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['carino', 'quedar']","Espacios públicos",738,"opd mataquito",7,7303,"10 a 13",34,"Establecimiento Educacional"
"3711",799,3710,5,0.263000011444092,"mas, tener, ninos, carabinero, coser, seguridad, ir, alto, deber, deportar","['apoyar']","Seguridad",810,"opd los angeles",8,8301,"14 a 18",11,"Oficina de Protección de Derechos"
"3712",857,3711,1,0.431199997663498,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['pensionar', 'mayor']","Mejorar calidad y acceso a salud y educación",869,"municipalidad de concón",5,5103,"10 a 13",10,"Otro"
"3713",858,3712,1,0.431199997663498,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['pensionar', 'mayor']","Mejorar calidad y acceso a salud y educación",870,"municipalidad de concón",5,5103,"10 a 13",10,"Otro"
"3714",859,3713,1,0.431199997663498,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['pensionar', 'mayor']","Mejorar calidad y acceso a salud y educación",871,"municipalidad de concón",5,5103,"10 a 13",10,"Otro"
"3715",860,3714,1,0.431199997663498,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['pensionar', 'mayor']","Mejorar calidad y acceso a salud y educación",872,"municipalidad de concón",5,5103,"10 a 13",10,"Otro"
"3716",2,3715,8,0.241799995303154,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['escuchar', 'poblar']","Espacios públicos",3,"liceo   industrial",12,12101,"14 a 18",200,"Establecimiento Educacional"
"3717",4,3716,5,0.399500012397766,"mas, tener, ninos, carabinero, coser, seguridad, ir, alto, deber, deportar","['tambien', 'vivir', 'proceso', 'similar', 'paises', 'quemar', 'coser', 'aca']","Seguridad",5,"oficina local de la niñez santiago",13,13101,"Todos",20,"Oficina Local de la Niñez"
"3718",35,3717,1,0.28549998998642,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['mejorar', 'rural']","Mejorar calidad y acceso a salud y educación",39,"opd maule",7,7105,"Todos",35,"Establecimiento Educacional"
"3719",62,3718,9,0.233199998736382,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['empatia']","Espacios recreativos y de esparcimiento",68,"oficina proteccion de derechos romeral",7,7306,"Todos",20,"Consejo Consultivo"
"3720",66,3719,8,0.351500004529953,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['desigualdad', 'toma_decisiones', 'directivo', 'alumno', 'escolar']","Espacios públicos",72,"opd viña del mar",5,5109,"14 a 18",5,"Consejo Consultivo"
"3721",68,3720,6,0.232199996709824,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['existir', 'lugar']","Derechos sociales e igualdad",74,"municipalidad de talcahuano",8,8110,"10 a 13",52,"Otro"
"3722",77,3721,1,0.334199994802475,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['privatizar']","Mejorar calidad y acceso a salud y educación",85,"coord niñez octava y chcc comunal",8,8206,"10 a 13",6,"Establecimiento Educacional"
"3723",79,3722,9,0.173899993300438,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['malos_tratos', 'interior', 'escuela']","Espacios recreativos y de esparcimiento",87,"oficina de protección de derechos de la niñez y la adolescencia de santiago",13,13101,"Todos",18,"Oficina de Protección de Derechos"
"3724",91,3723,1,0.197300001978874,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","[]","Mejorar calidad y acceso a salud y educación",99,"oficina comunal chile crece contigo",5,5501,"4 a 5",10,"Otro"
"3725",100,3724,8,0.466100007295609,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['razon', 'vencimiento', 'correcto', 'manejar', 'sanitario', 'utensilio']","Espacios públicos",108,"consejo consultivo nna",13,13113,"Todos",11,"Consejo Consultivo"
"3726",109,3725,1,0.431199997663498,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['mejor', 'educacion']","Mejorar calidad y acceso a salud y educación",117,"oficina local de la niñez municipalidad de requínoa",6,6116,"10 a 13",6,"Oficina Local de la Niñez"
"3727",112,3726,6,0.219200000166893,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['crear', 'equipo', 'futbol', 'femenino']","Derechos sociales e igualdad",120,"oficina de protección de derechos chiguayante",8,8103,"Todos",100,"Oficina de Protección de Derechos"
"3728",120,3727,8,0.282999992370605,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['cultural']","Espacios públicos",128,"opd molina",7,7304,"14 a 18",15,"Oficina de Protección de Derechos"
"3729",164,3728,8,0.300000011920929,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['abuso', 'poder', 'policias', 'jovenes']","Espacios públicos",172,"programas psa elqui",4,4101,"14 a 18",5,"Programa Sename"
"3730",190,3729,1,0.197300001978874,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","[]","Mejorar calidad y acceso a salud y educación",198,"red de protección social santa maría y opd santa maría",5,5706,"10 a 13",44,"Establecimiento Educacional"
"3731",222,3730,4,0.267399996519089,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['violencia']","Conectividad y transporte",230,"opd las compañías",4,4101,"Todos",13,"Oficina de Protección de Derechos"
"3732",224,3731,8,0.241799995303154,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['ingresar', 'residenciar']","Espacios públicos",232,"fundación crate hogar san francisco",7,7304,"14 a 18",6,"Programa Sename"
"3733",234,3732,9,0.300999999046326,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['educacion', 'emocional', 'infancia']","Espacios recreativos y de esparcimiento",242,"junta de vecinos imperial",9,9111,"14 a 18",17,"Oficina de Protección de Derechos"
"3734",264,3733,1,0.334199994802475,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['medioambiente']","Mejorar calidad y acceso a salud y educación",273,"programa chile crece contigo",6,6310,"10 a 13",6,"Otro"
"3735",270,3734,4,0.199399992823601,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['trabajar', 'dinero', 'politica']","Conectividad y transporte",279,"opd colchagua",6,6301,"10 a 13",30,"Oficina de Protección de Derechos"
"3736",325,3735,1,0.376399993896484,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['servicio', 'militar', 'voluntario']","Mejorar calidad y acceso a salud y educación",334,"asociacion cristiana de jovenes",5,5501,"14 a 18",6,"Programa Sename"
"3737",474,3736,6,0.232199996709824,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['poblar', 'gobernar']","Derechos sociales e igualdad",485,"programa de libertad asistida proyecta chiloé",10,10201,"Todos",5,"Programa Sename"
"3738",486,3737,9,0.233199998736382,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['respetar']","Espacios recreativos y de esparcimiento",497,"municipalidad de corral",14,14102,"14 a 18",8,"Consejo Consultivo"
"3739",491,3738,1,0.28549998998642,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['cambio', 'salud']","Mejorar calidad y acceso a salud y educación",502,"chile crece contigo calle larga y cesfam josé joaquín aguirre",5,5302,"10 a 13",8,"Otro"
"3740",552,3739,5,0.263000011444092,"mas, tener, ninos, carabinero, coser, seguridad, ir, alto, deber, deportar","['deportar']","Seguridad",563,"centros para niños y niñas con cuidadores principales temporeras",10,10204,"10 a 13",10,"Otro"
"3741",566,3740,1,0.28549998998642,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['cercano', 'casar']","Mejorar calidad y acceso a salud y educación",577,"idayne",13,13113,"10 a 13",6,"Otro"
"3742",579,3741,8,0.282999992370605,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['exceso']","Espacios públicos",590,"opd los muermos",10,10106,"14 a 18",12,"Consejo Consultivo"
"3743",624,3742,1,0.333700001239777,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['realizar', 'ademar', 'salud', 'emocional', 'mental', 'poder', 'mejorar', 'calidad', 'vida', 'personar']","Mejorar calidad y acceso a salud y educación",635,"opd 24 horas puerto montt",10,10101,"Todos",56,"Oficina de Protección de Derechos"
"3744",634,3743,5,0.359100013971329,"mas, tener, ninos, carabinero, coser, seguridad, ir, alto, deber, deportar","['tener', 'moto', 'auto', 'bueno', 'trabajar']","Seguridad",645,"opd valle del sol oln quillón",16,16107,"10 a 13",18,"Oficina de Protección de Derechos"
"3745",639,3744,5,0.263000011444092,"mas, tener, ninos, carabinero, coser, seguridad, ir, alto, deber, deportar","['violador']","Seguridad",650,"municipalidad chile crece",12,12401,"10 a 13",13,"Otro"
"3746",643,3745,0,0.414900004863739,"sueldo, existir, desigualdad, vivienda, ano, eliminar, bajar, universal, madre, mujer","['matrimoniar', 'igualitario', 'sexo']","Vivienda",654,"opd",10,10102,"14 a 18",3,"Oficina de Protección de Derechos"
"3747",668,3746,4,0.267399996519089,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['personar']","Conectividad y transporte",679,"cncpt escuela canadá",6,6116,"10 a 13",13,"Otro"
"3748",677,3747,2,0.222900003194809,"menos, cambiar, padre, igualdad_genero, actividad, politicos, disminuir, saqueo, calle, mayor_cantidad","['igualdad_genero']","Cambios políticos y culturales",688,"opd 24 horas copiapó",3,3101,"Todos",9,"Oficina de Protección de Derechos"
"3749",685,3748,1,0.221100002527237,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['mayor_cantidad', 'supermercado', 'cercar', 'casar']","Mejorar calidad y acceso a salud y educación",696,"centro de atención para hijos e hijas de mujeres principales temporeras",6,6303,"6 a 9",21,"Otro"
"3750",727,3749,5,0.263099998235703,"mas, tener, ninos, carabinero, coser, seguridad, ir, alto, deber, deportar","['ninos']","Seguridad",738,"opd mataquito",7,7303,"10 a 13",34,"Establecimiento Educacional"
"3751",799,3750,1,0.249200001358986,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['evitar', 'abuso', 'sename']","Mejorar calidad y acceso a salud y educación",810,"opd los angeles",8,8301,"14 a 18",11,"Oficina de Protección de Derechos"
"3752",2,3751,4,0.267399996519089,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['violencia']","Conectividad y transporte",3,"liceo   industrial",12,12101,"14 a 18",200,"Establecimiento Educacional"
"3753",4,3752,4,0.300700008869171,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['importancia', 'necesidad', 'visualizar', 'violencia', 'estrategia', 'resolver', 'problema']","Conectividad y transporte",5,"oficina local de la niñez santiago",13,13101,"Todos",20,"Oficina Local de la Niñez"
"3754",35,3753,6,0.202600002288818,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['menos', 'hora', 'trabajar']","Derechos sociales e igualdad",39,"opd maule",7,7105,"Todos",35,"Establecimiento Educacional"
"3755",62,3754,1,0.230499997735023,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['enfrentamiento']","Mejorar calidad y acceso a salud y educación",68,"oficina proteccion de derechos romeral",7,7306,"Todos",20,"Consejo Consultivo"
"3756",66,3755,2,0.222800001502037,"menos, cambiar, padre, igualdad_genero, actividad, politicos, disminuir, saqueo, calle, mayor_cantidad","['beneficiar']","Cambios políticos y culturales",72,"opd viña del mar",5,5109,"14 a 18",5,"Consejo Consultivo"
"3757",68,3756,1,0.230499997735023,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['poblacione']","Mejorar calidad y acceso a salud y educación",74,"municipalidad de talcahuano",8,8110,"10 a 13",52,"Otro"
"3758",77,3757,9,0.344900012016296,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['respetar', 'reconocer']","Espacios recreativos y de esparcimiento",85,"coord niñez octava y chcc comunal",8,8206,"10 a 13",6,"Establecimiento Educacional"
"3759",91,3758,8,0.282999992370605,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['acabar']","Espacios públicos",99,"oficina comunal chile crece contigo",5,5501,"4 a 5",10,"Otro"
"3760",100,3759,6,0.302899986505508,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['favorecer', 'vida', 'sano', 'bueno', 'usar', 'tiempo', 'colegio']","Derechos sociales e igualdad",108,"consejo consultivo nna",13,13113,"Todos",11,"Consejo Consultivo"
"3761",109,3760,5,0.263000011444092,"mas, tener, ninos, carabinero, coser, seguridad, ir, alto, deber, deportar","['deportar']","Seguridad",117,"oficina local de la niñez municipalidad de requínoa",6,6116,"10 a 13",6,"Oficina Local de la Niñez"
"3762",112,3761,1,0.334199994802475,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['salud']","Mejorar calidad y acceso a salud y educación",120,"oficina de protección de derechos chiguayante",8,8103,"Todos",100,"Oficina de Protección de Derechos"
"3763",120,3762,1,0.28549998998642,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['opción', 'oportunidad']","Mejorar calidad y acceso a salud y educación",128,"opd molina",7,7304,"14 a 18",15,"Oficina de Protección de Derechos"
"3764",164,3763,3,0.232500001788139,"gente, justicia, presidente, dinero, medio_ambiente, miedo, abuso_poder, manifestante, paz, precio","['policias']","Paz y justicia",172,"programas psa elqui",4,4101,"14 a 18",5,"Programa Sename"
"3765",190,3764,0,0.187099993228912,"sueldo, existir, desigualdad, vivienda, ano, eliminar, bajar, universal, madre, mujer","['desigualdad', 'acceso']","Vivienda",198,"red de protección social santa maría y opd santa maría",5,5706,"10 a 13",44,"Establecimiento Educacional"
"3766",222,3765,9,0.199200004339218,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['tramar', 'mediar']","Espacios recreativos y de esparcimiento",230,"opd las compañías",4,4101,"Todos",13,"Oficina de Protección de Derechos"
"3767",224,3766,0,0.219099998474121,"sueldo, existir, desigualdad, vivienda, ano, eliminar, bajar, universal, madre, mujer","['desigualdad']","Vivienda",232,"fundación crate hogar san francisco",7,7304,"14 a 18",6,"Programa Sename"
"3768",234,3767,1,0.376399993896484,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['sueldos_dignos', 'oportunidad', 'chileno']","Mejorar calidad y acceso a salud y educación",242,"junta de vecinos imperial",9,9111,"14 a 18",17,"Oficina de Protección de Derechos"
"3769",264,3768,1,0.27250000834465,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['existir', 'mayor', 'zona', 'mayor', 'riesgo', 'incendio']","Mejorar calidad y acceso a salud y educación",273,"programa chile crece contigo",6,6310,"10 a 13",6,"Otro"
"3770",491,3769,9,0.233199998736382,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['respetar']","Espacios recreativos y de esparcimiento",502,"chile crece contigo calle larga y cesfam josé joaquín aguirre",5,5302,"10 a 13",8,"Otro"
"3771",566,3770,3,0.232500001788139,"gente, justicia, presidente, dinero, medio_ambiente, miedo, abuso_poder, manifestante, paz, precio","['feliz']","Paz y justicia",577,"idayne",13,13113,"10 a 13",6,"Otro"
"3772",579,3771,1,0.197300001978874,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","[]","Mejorar calidad y acceso a salud y educación",590,"opd los muermos",10,10106,"14 a 18",12,"Consejo Consultivo"
"3773",634,3772,5,0.224700003862381,"mas, tener, ninos, carabinero, coser, seguridad, ir, alto, deber, deportar","['tener', 'piscina']","Seguridad",645,"opd valle del sol oln quillón",16,16107,"10 a 13",18,"Oficina de Protección de Derechos"
"3774",643,3773,1,0.249200001358986,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['mayor', 'sancionar', 'violador']","Mejorar calidad y acceso a salud y educación",654,"opd",10,10102,"14 a 18",3,"Oficina de Protección de Derechos"
