"","orden","id","dominant_topic","topic_perc_contrib","keywords","text","topic","organizacion","reg_id","cod_com_ine","rango_edades_id","cantidad_participantes","inst"
"3103",174,3102,0,0.340499997138977,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['aborto', 'libre']","Tópic_0","adolescentes de mulchén",8,8305,4,12,"No detectado"
"3104",190,3103,4,0.201900005340576,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['estudio', 'gratis']","Tópic_4","red de protección social santa maría y opd santa maría",5,5706,3,44,"OPD"
"3105",191,3104,4,0.160699993371964,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['regular', 'privado', 'uso', 'agu']","Tópic_4","red de protección social santa maría y opd santa maría",5,5706,4,12,"OPD"
"3106",206,3105,3,0.257299989461899,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['violación', 'favor', 'amor', 'informacion']","Tópic_3","oficina de niñez municipalidad de quilicura",13,13125,5,39,"Municipalidades"
"3107",214,3106,3,0.323399990797043,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['justicia_caidos', 'marcha']","Tópic_3","coord niñez octava y chcc comunal",8,8206,3,6,"No detectado"
"3108",215,3107,2,0.266499996185303,"sueldo, nino, calle, sename, justicia, privado, equidad, estudiar, diputado, botar_basura","['hacer', 'justicia', 'destrozo']","Tópic_2","opd putaendo y hpv2 putaendo y programa de fortalecimiento municipal red chcc y sala de juegos hepi",5,5705,5,20,"OPD"
"3109",226,3108,1,0.386700004339218,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['menos', 'bullyng']","Tópic_1","opd coquimbo",4,4102,3,10,"OPD"
"3110",229,3109,8,0.326299995183945,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['trabajo', 'mayor', 'empleabilidad', 'area', 'artistico']","Tópic_8","opd rucamalen",8,8205,4,6,"OPD"
"3111",241,3110,6,0.318599998950958,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['autoridad', 'mas', 'cercania', 'comunidad', 'local']","Tópic_6","sename    cip crc la serena",4,4101,4,7,"Sename"
"3112",289,3111,7,0.247299998998642,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['discriminar']","Tópic_7","residencia femenina imillitay qal",1,1101,5,9,"No detectado"
"3113",292,3112,5,0.174500003457069,"trabajo, ley, carabinero, vivir, tambien, ayudar, situacion, playa, salir, mejores_pensión","['sueldo', 'bombero']","Tópic_5","ppf ciudad del niño coronel sur",8,8102,3,9,"Programas NNA"
"3114",298,3113,1,0.258199989795685,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['mejorar', 'salud']","Tópic_1","escuela de verano",6,6205,3,21,"Escuelas"
"3115",323,3114,0,0.270799994468689,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['persona', 'antecedente', 'tener', 'oportunidad']","Tópic_0","asociación cristiana de jóvenes",5,5101,4,9,"No detectado"
"3116",325,3115,5,0.299899995326996,"trabajo, ley, carabinero, vivir, tambien, ayudar, situacion, playa, salir, mejores_pensión","['baje', 'edad', 'trabajar', 'ano', 'independizar', 'salir', 'robar']","Tópic_5","asociacion cristiana de jovenes",5,5501,4,6,"No detectado"
"3117",349,3116,5,0.337999999523163,"trabajo, ley, carabinero, vivir, tambien, ayudar, situacion, playa, salir, mejores_pensión","['participar', 'activamente', 'construccion', 'ley', 'salir', 'votar', 'representante']","Tópic_5","pie 24 horas sur talita cumi",8,8301,4,10,"No detectado"
"3118",350,3117,8,0.250400006771088,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['extranjero', 'tener', 'igualdad', 'derecho', 'oportunidad']","Tópic_8","opd rengo consejos de infancia",6,6115,4,10,"OPD"
"3119",362,3118,1,0.258199989795685,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['plantar', 'flor']","Tópic_1","cncpt",6,6102,2,15,"Centro de cuidado de Padres Temporeros"
"3120",363,3119,8,0.243000000715256,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['escuchar', 'inquietud', 'problematica', 'ciudadania', 'poner', 'zapato', 'persona']","Tópic_8","opd",8,8303,4,10,"OPD"
"3121",409,3120,1,0.406399995088577,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['cambiar', 'gobierno', 'poner', 'gente', 'acreditar', 'perjudicar']","Tópic_1","corporacion de apoyo a la niñez y juventud en riesgo social llequen",16,16101,4,9,"No detectado"
"3122",430,3121,1,0.258199989795685,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['cine', 'color']","Tópic_1","chile crece contigo negrete",8,8307,1,9,"Programas NNA"
"3123",438,3122,0,0.224800005555153,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['concientizar', 'sociedad', 'evitar', 'femicidio', 'maltrato', 'mujer']","Tópic_0","cncpt placilla",6,6308,5,28,"Centro de cuidado de Padres Temporeros"
"3124",462,3123,1,0.174500003457069,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","[]","Tópic_1","programa de medidas cautelares",3,3101,4,14,"Programas NNA"
"3125",477,3124,5,0.303000003099441,"trabajo, ley, carabinero, vivir, tambien, ayudar, situacion, playa, salir, mejores_pensión","['disparen', 'carabinero']","Tópic_5","secretaria niñez y junaeb",8,8102,3,13,"Secretaría de la Niñéz"
"3126",542,3125,1,0.182899996638298,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['pavimentar', 'mediagua']","Tópic_1","crc cip limache servicio nacional de menores",5,5802,4,33,"Sename"
"3127",574,3126,1,0.386700004339218,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['recurso', 'naturale']","Tópic_1","opd",13,13604,3,6,"OPD"
"3128",575,3127,2,0.370299994945526,"sueldo, nino, calle, sename, justicia, privado, equidad, estudiar, diputado, botar_basura","['menor', 'sueldo', 'diputado', 'congresista', 'tener', 'sueldo', 'igual', 'profesor', 'aumentar', 'sueldo', 'profesor', 'reducir', 'sueldo', 'diputado']","Tópic_2","niñez biobio y cncpt tubul arauco",8,8202,3,9,"Centro de cuidado de Padres Temporeros"
"3129",579,3128,8,0.250600010156632,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['politica']","Tópic_8","opd los muermos",10,10106,4,12,"OPD"
"3130",581,3129,4,0.231800004839897,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['agua']","Tópic_4","opd florida",8,8104,5,23,"OPD"
"3131",608,3130,8,0.193499997258186,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['pobreza', 'abuso', 'gente_pobre']","Tópic_8","niñez biobio chcc y cncpt mulchen",8,8305,3,15,"Centro de cuidado de Padres Temporeros"
"3132",611,3131,0,0.237900003790855,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['atardecer', 'arbol', 'animal']","Tópic_0","ilustre municipalidad",14,14105,2,11,"Municipalidades"
"3133",614,3132,3,0.257299989461899,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['limpiar', 'planeta', 'cuidar', 'tierra']","Tópic_3","subsecretaria ninez bio  bio junaeb",8,8102,2,13,"Secretaría de la Niñéz"
"3134",621,3133,8,0.345999985933304,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['lugar', 'jugar', 'columpio', 'piscina', 'juego', 'inflabl', 'resbalin']","Tópic_8","subsecretaria ninez bio  bio cncpt",8,8311,2,15,"Secretaría de la Niñéz"
"3135",624,3134,7,0.418799996376038,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['mejor', 'calidad', 'educacion']","Tópic_7","opd 24 horas puerto montt",10,10101,5,56,"OPD"
"3136",634,3135,8,0.218400001525879,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['pais', 'igualdad']","Tópic_8","opd valle del sol oln quillón",16,16107,3,18,"OPD"
"3137",643,3136,7,0.215499997138977,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['transporte', 'ciudad']","Tópic_7","opd",10,10102,4,3,"OPD"
"3138",645,3137,0,0.270799994468689,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['persona', 'antecedente', 'tener', 'oportunidad']","Tópic_0","asociación cristiana de jóvenes",5,5101,4,9,"No detectado"
"3139",655,3138,6,0.197699993848801,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['contaminacion', 'pais']","Tópic_6","fae pro concepcion 3 adra chile",8,8101,3,9,"No detectado"
"3140",656,3139,0,0.317099988460541,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['consignar', 'respuesta', 'tematica', 'obtener', 'siguiente']","Tópic_0","fae pro concepcion 3 adra chile",8,8101,4,2,"No detectado"
"3141",657,3140,0,0.211899995803833,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['trabajo', 'común']","Tópic_0","subse nines cncpt chile crece contigo alto bio bio ralco",8,8314,3,20,"Programas NNA"
"3142",677,3141,8,0.318699985742569,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['usar', 'energia', 'renovable', 'usar', 'luz', 'solar', 'domicilio', 'gratis']","Tópic_8","opd 24 horas copiapó",3,3101,5,9,"OPD"
"3143",680,3142,7,0.25229999423027,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['proponer', 'bajar_costo', 'trasporte', 'precio', 'implicar', 'necesidad', 'basica']","Tópic_7","cip crc san bernardo",13,13401,4,33,"No detectado"
"3144",686,3143,1,0.322800010442734,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['construir', 'vivienda', 'mas', 'amplio', 'dormitorio']","Tópic_1","centro semicerrado femenino santiago",13,13120,4,3,"Programas NNA"
"3145",695,3144,1,0.323399990797043,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['tambien', 'jornada', 'escolar', 'mas', 'corto', 'gustaria', 'mas', 'tiempo', 'casa', 'padre', 'manera', 'apreciar', 'proponer', 'disminucion', 'jornada', 'laboral', 'padre']","Tópic_1","oficina de protección de derechos",4,4302,5,28,"OPD"
"3146",696,3145,4,0.262899994850159,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['gustaria', 'abuelito', 'pension', 'digno']","Tópic_4","residencia familiar adolescentes de viña del mar de administración directa",5,5109,3,6,"Programas NNA"
"3147",718,3146,7,0.215599998831749,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['mejor', 'pensione']","Tópic_7","sename cip crc talca",7,7101,4,10,"Sename"
"3148",719,3147,1,0.174500003457069,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","[]","Tópic_1","opd cerro navia",13,13103,5,63,"OPD"
"3149",721,3148,6,0.251800000667572,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['tener', 'mas', 'chofer']","Tópic_6","corporación opcion",13,13103,4,7,"No detectado"
"3150",722,3149,6,0.232099995017052,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['cuide', 'patrimonio', 'cultural']","Tópic_6","opd comuna de diego de almagro",3,3202,2,11,"OPD"
"3151",761,3150,9,0.209999993443489,"joven, solo, gratis, generar, abuso, clase, vida, conciencia, contaminacion, contar","['derechos_humano']","Tópic_9","subse ninez bio bio cncpt",8,8311,3,27,"Centro de cuidado de Padres Temporeros"
"3152",787,3151,3,0.323399990797043,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['fumar', 'malo']","Tópic_3","subsecretaria ninez bio  bio ninos y ninas chiguayante",8,8103,2,6,"Secretaría de la Niñéz"
"3153",799,3152,1,0.178599998354912,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['doble']","Tópic_1","opd los angeles",8,8301,4,11,"OPD"
"3154",803,3153,3,0.323399990797043,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['justicia_caidos', 'marcha']","Tópic_3","subse ninez bio bio cncpt",8,8313,3,24,"Centro de cuidado de Padres Temporeros"
"3155",817,3154,0,0.405299991369247,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['igualdad', 'derecho', 'buen', 'distribucion', 'empleabilidad']","Tópic_0","grupos de adolescentes de liceo de hualañe",7,7302,4,6,"Liceos"
"3156",823,3155,5,0.330599993467331,"trabajo, ley, carabinero, vivir, tambien, ayudar, situacion, playa, salir, mejores_pensión","['politico', 'crear', 'ley', 'parecer', 'injusto', 'aprobar', 'ley', 'ir', 'beneficio', 'ciudadania']","Tópic_5","opd",13,13203,4,10,"OPD"
"3157",830,3156,3,0.34909999370575,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['cuidar', 'mar', 'morir', 'ballena']","Tópic_3","programa fortalecimiento municipal comuna de guaitecas",11,11203,5,6,"No detectado"
"3158",838,3157,1,0.296200007200241,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['respeto']","Tópic_1","consejor asesor regional de nna sename",9,9101,5,3,"Sename"
"3159",853,3158,1,0.174500003457069,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","[]","Tópic_1","municipalidad de concón",5,5103,2,10,"Municipalidades"
"3160",854,3159,1,0.174500003457069,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","[]","Tópic_1","municipalidad de concón",5,5103,2,10,"Municipalidades"
"3161",855,3160,1,0.174500003457069,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","[]","Tópic_1","municipalidad de concón",5,5103,2,10,"Municipalidades"
"3162",856,3161,1,0.174500003457069,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","[]","Tópic_1","municipalidad de concón",5,5103,2,10,"Municipalidades"
"3163",857,3162,1,0.512099981307983,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['contratar', 'mas', 'doctores_hacer', 'mas']","Tópic_1","municipalidad de concón",5,5103,3,10,"Municipalidades"
"3164",858,3163,1,0.512099981307983,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['contratar', 'mas', 'doctores_hacer', 'mas']","Tópic_1","municipalidad de concón",5,5103,3,10,"Municipalidades"
"3165",859,3164,1,0.512099981307983,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['contratar', 'mas', 'doctores_hacer', 'mas']","Tópic_1","municipalidad de concón",5,5103,3,10,"Municipalidades"
"3166",860,3165,1,0.512099981307983,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['contratar', 'mas', 'doctores_hacer', 'mas']","Tópic_1","municipalidad de concón",5,5103,3,10,"Municipalidades"
"3167",863,3166,9,0.250800013542175,"joven, solo, gratis, generar, abuso, clase, vida, conciencia, contaminacion, contar","['visualizar', 'mujer', 'percatar', 'participante', 'identificar', 'derechos_humano', 'prevencion', 'mujer', 'actualidad', 'muestra', 'figura', 'objeto', 'previsto', 'contexto', 'canción', 'imagen', 'utilizado', 'fin']","Tópic_9","oficina de protección de derechos de la infancia y adolescencia",2,2104,3,62,"OPD"
"3168",2,3167,6,0.22689999639988,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['chile']","Tópic_6","liceo   industrial",12,12101,4,200,"Liceos"
"3169",4,3168,1,0.205400004982948,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['poner', 'mas', 'atencion', 'nino']","Tópic_1","oficina local de la niñez santiago",13,13101,5,20,"Oficina Local de la Niñez"
"3170",8,3169,8,0.218400001525879,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['existir', 'corrupcion']","Tópic_8","escuela villa mercedes 6to basico",8,8309,3,10,"Escuelas"
"3171",9,3170,8,0.218400001525879,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['existir', 'corrupcion']","Tópic_8","escuela villa mercedes 6to basico",8,8309,3,8,"Escuelas"
"3172",15,3171,7,0.398799985647201,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['gente', 'millonario', 'burlar', 'gente', 'pobr']","Tópic_7","oficina local de niñez la serena",4,4101,3,9,"Oficina Local de la Niñez"
"3173",29,3172,4,0.202000007033348,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['sueldo', 'digno']","Tópic_4","red de infancia y adolescencia",5,5101,3,7,"No detectado"
"3174",62,3173,1,0.174500003457069,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","[]","Tópic_1","oficina proteccion de derechos romeral",7,7306,5,20,"OPD"
"3175",77,3174,9,0.209999993443489,"joven, solo, gratis, generar, abuso, clase, vida, conciencia, contaminacion, contar","['derechos_humano']","Tópic_9","coord niñez octava y chcc comunal",8,8206,3,6,"No detectado"
"3176",79,3175,3,0.29789999127388,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['personal', 'reglamento']","Tópic_3","oficina de protección de derechos de la niñez y la adolescencia de santiago",13,13101,5,18,"OPD"
"3177",92,3176,1,0.313699990510941,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['pasar', 'mas', 'tiempo', 'familia', 'jornada', 'trabajo', 'extenso']","Tópic_1","escuela los cerrillos",5,5702,3,12,"Escuelas"
"3178",100,3177,9,0.433699995279312,"joven, solo, gratis, generar, abuso, clase, vida, conciencia, contaminacion, contar","['tener', 'protocolo', 'suministro', 'medicamento', 'alumno', 'apoderado', 'autorizar', 'entrega', 'remedio', 'informe', 'alergia']","Tópic_9","consejo consultivo nna",13,13113,5,11,"Consejo Consultivo de la Niñéz"
"3179",121,3178,9,0.216999992728233,"joven, solo, gratis, generar, abuso, clase, vida, conciencia, contaminacion, contar","['disminucion', 'edad', 'votar', 'aumento', 'edad', 'responsabilidad', 'penal', 'adolescente', 'caso', 'ano']","Tópic_9","consejo consultivo nnj san felipe  opd san felipe",5,5701,4,40,"OPD"
"3180",122,3179,6,0.20100000500679,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['importancia', 'estudiar', 'carrera', 'profesional', 'aportar', 'sociedad', 'vocacion', 'puesto', 'detectar', 'gran', 'desigualdad', 'social', 'gran', 'medida', 'directamente', 'relacionado', 'situacion', 'socio', 'economico']","Tópic_6","opd",5,5604,5,8,"OPD"
"3181",132,3180,4,0.292899996042252,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['mejorar', 'beneficio', 'adultos_mayor']","Tópic_4","psa llanquihue y palena fundación ciudad del niño",10,10101,4,5,"Programas NNA"
"3182",152,3181,6,0.421000003814697,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['luchar', 'tener', 'beneficio', 'largo', 'plazo']","Tópic_6","mision evangelica san pablo de chile pla biobio",8,8301,4,6,"No detectado"
"3183",153,3182,1,0.386700004339218,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['cambio', 'presidente']","Tópic_1","corporación misión evangélica san pablo de chile programa de medidas cautelares we newen",8,8301,4,6,"Programas NNA"
"3184",156,3183,5,0.303000003099441,"trabajo, ley, carabinero, vivir, tambien, ayudar, situacion, playa, salir, mejores_pensión","['bomba', 'lacrimogena']","Tópic_5","red de protección social santa maría y opd santa maría",5,5706,3,44,"OPD"
"3185",164,3184,3,0.407799988985062,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['disminuir', 'precio', 'medicamento', 'intervención', 'quirurgica']","Tópic_3","programas psa elqui",4,4101,4,5,"Programas NNA"
"3186",174,3185,2,0.312299996614456,"sueldo, nino, calle, sename, justicia, privado, equidad, estudiar, diputado, botar_basura","['eliminar', 'sename', 'construir', 'sistema', 'refugio', 'ninos_nina', 'vulnerable', 'vulnerado']","Tópic_2","adolescentes de mulchén",8,8305,4,12,"No detectado"
"3187",190,3186,9,0.18299999833107,"joven, solo, gratis, generar, abuso, clase, vida, conciencia, contaminacion, contar","['remedio', 'gratis']","Tópic_9","red de protección social santa maría y opd santa maría",5,5706,3,44,"OPD"
"3188",206,3187,1,0.258199989795685,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['seguridad', 'convivencia']","Tópic_1","oficina de niñez municipalidad de quilicura",13,13125,5,39,"Municipalidades"
"3189",214,3188,9,0.209999993443489,"joven, solo, gratis, generar, abuso, clase, vida, conciencia, contaminacion, contar","['derechos_humano']","Tópic_9","coord niñez octava y chcc comunal",8,8206,3,6,"No detectado"
"3190",226,3189,8,0.193599998950958,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['respetar', 'derecho', 'ninos_nina']","Tópic_8","opd coquimbo",4,4102,3,10,"OPD"
"3191",229,3190,8,0.250400006771088,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['medio_ambiente', 'mayor', 'conciencia', 'faltar', 'educacion']","Tópic_8","opd rucamalen",8,8205,4,6,"OPD"
"3192",241,3191,5,0.285299986600876,"trabajo, ley, carabinero, vivir, tambien, ayudar, situacion, playa, salir, mejores_pensión","['garantizar', 'insercion', 'laboral', 'joven', 'infractor', 'ley', 'favorecer', 'reinsercion', 'socio']","Tópic_5","sename    cip crc la serena",4,4101,4,7,"Sename"
"3193",289,3192,2,0.303799986839294,"sueldo, nino, calle, sename, justicia, privado, equidad, estudiar, diputado, botar_basura","['curso', 'capacitacion', 'terapia', 'persona', 'calle']","Tópic_2","residencia femenina imillitay qal",1,1101,5,9,"No detectado"
"3194",292,3193,1,0.174500003457069,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","[]","Tópic_1","ppf ciudad del niño coronel sur",8,8102,3,9,"Programas NNA"
"3195",298,3194,8,0.343199998140335,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['contar', 'mas', 'espacio', 'juego', 'ciclovia']","Tópic_8","escuela de verano",6,6205,3,21,"Escuelas"
"3196",323,3195,1,0.186299994587898,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['presidente', 'solución', 'pueblo', 'solo', 'empresario']","Tópic_1","asociación cristiana de jóvenes",5,5101,4,9,"No detectado"
"3197",325,3196,1,0.307599991559982,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['suban', 'sueldo', 'vida', 'caro']","Tópic_1","asociacion cristiana de jovenes",5,5501,4,6,"No detectado"
"3198",349,3197,9,0.224900007247925,"joven, solo, gratis, generar, abuso, clase, vida, conciencia, contaminacion, contar","['violación', 'acoso', 'vulnerabilidad', 'sename', 'joven']","Tópic_9","pie 24 horas sur talita cumi",8,8301,4,10,"No detectado"
"3199",350,3198,1,0.279100000858307,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['salud', 'mejorar', 'tiempos_espera', 'servicio', 'publico']","Tópic_1","opd rengo consejos de infancia",6,6115,4,10,"OPD"
"3200",363,3199,1,0.235400006175041,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['ver', 'realidad', 'terreno', 'empatico', 'comunidad', 'cosa', 'basica']","Tópic_1","opd",8,8303,4,10,"OPD"
"3201",409,3200,4,0.231800004839897,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['mejorar']","Tópic_4","corporacion de apoyo a la niñez y juventud en riesgo social llequen",16,16101,4,9,"No detectado"
"3202",430,3201,7,0.215499997138977,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['jardin', 'flor']","Tópic_7","chile crece contigo negrete",8,8307,1,9,"Programas NNA"
"3203",438,3202,0,0.187800005078316,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['cuidar', 'agua', 'medio_ambiente']","Tópic_0","cncpt placilla",6,6308,5,28,"Centro de cuidado de Padres Temporeros"
"3204",462,3203,1,0.356400012969971,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['disminuir', 'desigualda']","Tópic_1","programa de medidas cautelares",3,3101,4,14,"Programas NNA"
"3205",477,3204,7,0.344099998474121,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['mejor', 'educacion']","Tópic_7","secretaria niñez y junaeb",8,8102,3,13,"Secretaría de la Niñéz"
"3206",542,3205,1,0.221599996089935,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['fiscal', 'poner', 'mano', 'corazon']","Tópic_1","crc cip limache servicio nacional de menores",5,5802,4,33,"Sename"
"3207",575,3206,1,0.166299998760223,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['menos', 'insendio', 'forestal', 'pagar', 'bombero', 'reducir', 'insendio']","Tópic_1","niñez biobio y cncpt tubul arauco",8,8202,3,9,"Centro de cuidado de Padres Temporeros"
"3208",579,3207,1,0.386700004339218,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['reforestacion', 'amigable']","Tópic_1","opd los muermos",10,10106,4,12,"OPD"
"3209",608,3208,1,0.45660001039505,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['droga', 'menos', 'droga']","Tópic_1","niñez biobio chcc y cncpt mulchen",8,8305,3,15,"Centro de cuidado de Padres Temporeros"
"3210",611,3209,1,0.452399998903274,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['ver', 'lago', 'cascada', 'pez', 'naturaleza']","Tópic_1","ilustre municipalidad",14,14105,2,11,"Municipalidades"
"3211",614,3210,4,0.240299999713898,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['cobren', 'salud', 'educacion', 'mejorar', 'saluda']","Tópic_4","subsecretaria ninez bio  bio junaeb",8,8102,2,13,"Secretaría de la Niñéz"
"3212",621,3211,4,0.357100009918213,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['tener', 'lugar', 'andar', 'bic']","Tópic_4","subsecretaria ninez bio  bio cncpt",8,8311,2,15,"Secretaría de la Niñéz"
"3213",624,3212,8,0.222000002861023,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['mayor', 'supervision', 'red', 'sename', 'trato', 'profesional', 'personal', 'ninos_nina']","Tópic_8","opd 24 horas puerto montt",10,10101,5,56,"OPD"
"3214",634,3213,3,0.223600000143051,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['robo']","Tópic_3","opd valle del sol oln quillón",16,16107,3,18,"OPD"
